"id","duration","age","gender","sexuality","monogamy","nb_gender_attraction","sexualstandards_1","sexualstandards_2","sexualstandards_3","sexualstandards_4","sexualstandards_5","sexualstandards_6","sexualstandards_7","sexualstandards_8","sexualstandards_9","complexity_1","complexity_2","complexity_3","complexity_4","complexity_5","complexity_6","complexity_7","sexdrive_1","sexdrive_2","sexdrive_3","sexdrive_4","sexdrive_5","performanceandorgasm_1","performanceandorgasm_2","performanceandorgasm_3","performanceandorgasm_4","player_1","player_2","player_3","player_4","emotionalsex_1","emotionalsex_2","emotionalsex_3","courtship_1","courtship_2","courtship_3","courtship_4","courtship_5","courtship_6","courtship_7","courtship_8","initiators_1","initiators_2","initiators_3","initiators_4","appearance_1","appearance_2","appearance_3","appearance_4","appearance_5","doublestandards_1","doublestandards_2","doublestandards_3","doublestandards_4","doublestandards_5","ammsa_1","ammsa_2","ammsa_3","ammsa_4","ammsa_5","ammsa_6","ammsa_7","ammsa_8","ammsa_9","ammsa_10","ammsa_11","ammsa_12","ammsa_13","ammsa_14","ammsa_15","ammsa_16","ammsa_17","ammsa_18","ammsa_19","ammsa_20","ammsa_21","consent","arranged_1","situation_1","situation_2","situation_3","sex_1","sex_2","sex_3","sex_4","sex_5","sexlocation_1","sexlocation_2","sexlocation_3","sexlocation_4","sexlocation_5","sexlocation_6","contraception_1","contraception_2","contraception_3","contraception_4","contraception_5","metbefore","knownbefore","substances_1","substances_2","substances_3","substances_4","drunkstoned_1","drunkstoned_2","consentboy_1","consentboy_2","consentgirl_1","consentgirl_2","afterfeeling_1","afterfeeling_2","outlookgirl_1","outlookgirl_2","outlookgirl_3","outlookboy_1","outlookboy_2","outlookboy_3"
218,1211,40,2,1,1,NA,5,3,2,2,6,5,5,6,5,5,6,6,6,5,6,4,4,2,3,1,4,5,2,5,5,5,6,4,6,6,5,3,3,5,1,6,1,3,1,4,5,6,4,2,5,2,2,5,4,6,4,3,1,2,2,4,5,1,1,2,1,2,6,5,2,4,5,3,2,3,1,1,4,6,1,1,5,2,4,4,5,1,2,5,2,5,4,1,1,1,1,5,5,1,1,3,5,5,4,4,1,1,2,2,1,4,1,1,4,4,5,1,1,5,2,2
219,636,65,2,1,1,NA,2,3,3,3,3,3,2,2,3,3,4,5,5,2,5,2,5,4,5,5,4,4,3,3,5,3,4,3,4,4,4,4,1,2,2,2,5,2,3,2,4,2,2,2,4,5,3,3,4,4,3,5,2,2,2,4,3,3,3,2,3,1,2,2,2,4,4,2,2,2,2,1,2,5,2,1,4,4,3,1,3,2,2,3,2,2,2,2,2,2,3,2,2,4,4,1,1,1,4,4,2,1,2,2,1,2,1,4,4,3,4,2,3,3,3,3
220,648,51,1,1,1,NA,2,2,2,2,2,2,2,2,2,4,3,3,4,2,1,3,4,2,4,4,4,4,2,1,4,2,3,4,4,2,2,2,1,1,1,1,2,2,2,2,2,1,1,3,2,2,2,2,5,1,2,2,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,5,1,1,2,7,1,1,1,4,5,2,1,2,2,4,3,3,4,2,2,1,1,2,4,5,3,1,1,1,4,4,4,1,1,3,3,3,1,2,1,4,4,3,3,2,4,2,2
221,623,41,2,1,1,NA,2,2,2,2,2,3,4,2,2,5,5,6,5,4,5,5,5,4,5,3,4,3,2,4,5,4,4,3,5,4,5,2,1,1,1,2,2,1,2,1,4,3,1,3,3,2,3,3,4,4,3,4,3,1,3,3,3,3,2,1,1,2,5,4,2,4,2,5,1,4,1,2,4,4,2,1,5,3,1,1,3,3,4,3,3,4,3,2,2,1,3,5,5,5,1,1,5,5,3,3,1,1,1,1,2,2,3,3,4,4,3,3,4,3,3,2
222,987,31,2,1,1,NA,3,3,3,3,3,3,3,3,3,5,5,6,5,2,3,2,4,4,4,5,4,2,2,5,4,3,4,3,4,4,4,3,2,5,1,1,2,3,2,1,4,2,2,2,4,4,3,2,2,4,3,5,2,2,3,5,6,2,5,3,5,5,4,4,3,4,5,4,4,4,1,5,6,5,2,1,5,2,2,5,4,4,4,4,3,5,2,1,1,1,1,5,5,1,1,1,3,4,2,2,1,1,1,1,2,2,3,3,5,5,5,1,1,4,2,2
223,1079,38,1,1,1,NA,3,6,3,3,3,NA,4,3,3,5,5,5,5,5,5,4,4,4,4,5,5,3,3,3,4,4,4,4,3,5,5,2,3,5,3,3,3,3,3,4,5,3,3,4,3,5,3,5,5,4,3,3,3,3,6,4,6,2,5,5,6,6,4,4,4,4,6,6,4,6,4,7,5,6,5,1,5,4,3,4,5,4,4,4,3,3,3,3,2,2,3,2,2,2,4,3,2,4,4,4,1,1,2,2,1,4,3,3,4,4,4,1,1,4,2,2
224,705,27,2,1,1,NA,1,1,1,1,1,1,1,1,1,4,5,5,5,4,2,4,1,1,1,1,1,1,2,2,3,4,4,2,4,4,4,3,1,2,2,2,1,2,1,2,5,2,4,3,3,1,1,4,3,3,2,2,1,1,1,5,4,2,2,1,2,5,4,4,1,2,2,3,4,3,4,2,5,3,2,1,1,4,4,4,3,3,4,3,3,3,3,1,1,1,1,4,5,5,2,1,1,1,3,3,1,1,1,1,3,1,3,1,3,3,3,3,3,3,3,3
225,621,29,1,1,1,NA,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,5,3,3,3,3,3,3,3,2,4,2,2,2,2,2,3,4,1,2,4,4,3,2,4,3,2,2,2,1,2,2,2,3,1,2,2,3,1,2,2,1,2,2,2,2,2,1,2,2,3,2,1,5,4,4,2,4,4,4,4,4,4,4,1,1,1,1,5,5,4,1,1,3,3,4,4,1,1,1,1,1,1,1,1,4,4,4,4,3,4,4,3
226,657,42,2,1,1,NA,5,4,4,3,4,3,3,4,3,3,4,3,4,3,3,3,4,4,4,4,4,3,2,3,3,3,3,3,4,4,3,3,3,3,2,2,2,2,2,2,4,3,3,3,4,2,4,3,4,3,3,3,3,3,2,3,4,2,3,4,3,4,3,3,3,3,4,4,3,2,3,3,4,4,2,1,5,1,3,4,4,3,4,4,3,3,3,1,1,1,1,2,3,5,1,3,3,4,2,1,1,1,1,1,1,1,1,1,5,4,5,2,1,4,1,1
227,658,33,1,1,1,NA,4,3,4,4,3,3,2,4,4,4,4,4,4,4,5,2,2,2,2,2,2,4,5,5,5,3,3,3,3,3,3,2,1,4,1,3,1,1,2,2,4,2,2,4,4,2,2,2,2,2,3,2,1,1,5,2,5,5,2,2,3,5,5,5,2,2,5,5,2,5,1,4,5,3,2,1,5,2,4,4,3,3,2,2,2,4,2,1,1,1,1,4,5,4,1,1,4,4,2,2,1,1,1,1,2,3,2,1,4,4,3,3,3,4,2,2
228,572,26,1,1,1,NA,2,2,2,4,2,1,2,2,3,6,6,6,6,5,2,5,6,2,6,6,6,5,1,4,5,5,5,5,5,6,6,2,6,6,1,3,1,5,4,5,6,6,4,6,5,5,4,3,6,6,6,5,1,4,4,7,5,1,5,4,6,7,6,7,4,5,2,6,3,6,4,7,7,7,5,1,5,4,4,4,5,2,3,4,3,4,4,1,1,2,3,4,5,1,4,4,1,1,5,4,3,3,3,2,1,1,1,2,5,5,4,4,4,4,4,4
229,865,22,2,1,1,NA,6,3,6,4,6,5,3,3,4,5,6,4,6,5,6,5,5,3,2,2,2,6,2,5,5,4,6,4,4,4,4,4,1,4,1,1,1,1,1,1,5,4,3,2,5,2,4,4,6,6,4,5,1,2,4,1,5,4,1,1,1,1,4,4,1,2,3,2,2,3,2,1,1,5,1,1,4,5,5,3,4,4,3,4,4,3,3,4,2,4,3,5,5,3,1,1,3,5,4,4,4,2,4,5,3,1,2,1,4,4,3,3,3,3,3,3
230,829,31,2,1,1,NA,3,2,2,3,3,3,2,2,3,5,4,4,4,3,4,4,3,3,3,2,2,4,4,4,6,3,3,2,3,4,4,4,3,2,2,4,3,2,2,3,5,4,4,5,4,3,4,5,4,2,3,2,2,2,3,3,4,2,2,2,2,5,2,4,2,3,5,4,2,4,2,2,4,2,2,1,5,4,1,4,4,4,3,5,2,1,5,1,1,1,1,5,5,5,1,2,3,5,5,5,1,1,3,3,1,2,1,1,5,5,5,1,1,4,2,2
231,699,50,1,1,1,NA,2,2,2,1,3,3,2,2,3,3,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,1,3,2,4,2,2,2,2,4,2,2,2,2,1,4,2,3,2,2,2,1,1,2,2,2,1,1,2,1,2,2,4,1,2,1,3,6,2,2,2,4,5,1,1,5,2,4,4,3,3,3,2,4,3,3,2,2,2,3,4,5,3,1,2,4,4,1,3,1,1,1,1,3,3,3,3,4,3,3,3,3,3,3,3
232,940,51,2,1,1,NA,3,3,4,3,4,3,4,4,3,5,5,5,5,5,4,5,5,5,5,5,4,5,3,4,4,5,5,4,4,4,4,4,3,4,3,2,4,3,2,3,4,3,4,3,3,3,3,4,3,4,3,4,3,2,5,4,5,3,4,2,4,3,5,3,2,3,5,3,2,3,2,2,5,5,2,1,4,4,3,1,3,2,4,4,4,4,2,4,2,1,2,2,2,4,2,2,1,1,4,4,2,2,2,2,4,3,2,4,3,3,4,4,4,3,3,3
233,868,65,1,1,1,NA,2,3,3,2,4,5,4,4,3,6,6,5,5,3,4,2,4,1,1,4,1,5,3,5,6,1,1,2,1,2,3,2,4,5,5,4,4,3,1,2,4,1,4,3,4,1,2,4,3,2,4,2,3,2,4,6,5,4,4,4,4,2,3,4,3,3,4,5,4,5,1,3,5,5,2,1,2,4,3,2,4,5,5,4,3,4,2,2,4,3,5,4,5,1,3,3,1,1,4,4,1,1,2,2,2,3,3,2,4,4,3,2,2,4,2,1
234,658,43,2,1,1,NA,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,4,3,3,3,3,4,4,4,1,3,2,2,4,4,3,2,4,2,1,3,4,4,2,3,4,4,5,4,1,1,3,4,4,3,4,2,4,3,4,5,4,4,3,5,4,5,4,4,3,5,2,1,2,2,1,1,4,2,3,4,2,2,4,1,1,1,1,4,4,1,2,4,2,1,5,4,1,1,3,2,2,1,1,1,5,4,4,2,2,4,2,2
235,674,39,2,1,1,NA,4,1,3,2,2,3,2,3,2,5,6,5,5,5,6,6,4,4,4,4,4,4,3,2,4,4,4,4,5,4,5,5,1,2,1,2,1,1,1,2,4,5,3,4,5,1,2,5,2,5,4,4,2,1,1,2,4,1,1,1,1,2,2,4,1,1,1,2,5,1,1,2,2,3,1,1,5,4,3,4,3,2,4,4,3,4,3,1,1,1,2,4,5,3,1,1,1,1,4,3,1,1,1,1,1,1,1,1,4,4,3,2,1,3,3,2
236,1054,58,1,1,1,NA,4,4,4,4,5,5,3,5,5,4,4,4,4,5,5,4,4,4,3,5,4,4,3,5,4,4,4,3,4,5,5,4,4,3,5,4,2,2,2,4,6,4,4,5,4,2,3,4,4,4,3,4,3,2,3,4,3,3,3,2,2,2,4,2,3,3,3,2,3,2,1,3,3,5,3,1,5,4,5,5,3,3,2,4,4,5,4,2,3,2,3,4,5,4,2,2,5,5,4,4,1,1,2,2,2,2,2,2,4,4,5,1,1,5,2,1
237,661,47,2,1,1,NA,2,3,3,3,2,5,2,2,2,6,6,6,6,6,2,5,3,2,2,2,2,5,5,4,6,4,5,3,5,5,5,3,2,4,2,5,4,4,2,5,5,4,3,5,3,4,4,4,4,5,3,4,4,4,3,7,5,3,2,4,4,3,3,5,4,4,6,4,5,3,4,3,4,5,1,1,4,4,4,4,4,4,4,4,4,5,5,1,1,3,4,4,4,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
238,969,53,2,1,1,NA,4,4,4,4,4,3,3,4,2,4,4,4,4,4,4,3,4,4,4,4,4,4,2,3,3,3,3,3,3,5,5,4,3,4,3,2,2,2,2,2,3,3,3,3,4,2,3,2,3,4,4,4,4,4,4,4,5,3,4,2,3,3,4,5,4,2,1,4,5,4,2,4,2,4,2,1,5,3,3,2,4,3,4,4,2,2,2,2,2,2,4,5,5,1,1,1,1,1,3,3,1,1,1,1,4,1,2,2,4,4,4,2,2,4,2,1
239,1225,58,2,1,1,NA,2,1,2,1,4,4,3,5,4,5,5,6,5,5,6,4,5,5,5,5,5,4,4,5,5,3,2,3,4,6,6,5,3,3,3,3,1,1,1,2,5,5,4,3,3,2,4,4,3,5,4,5,2,1,2,2,3,2,3,4,2,3,2,6,3,1,6,2,3,2,4,2,3,5,1,1,5,5,2,5,5,4,4,5,2,2,4,1,1,2,1,2,2,5,1,1,3,5,5,5,1,1,4,4,2,1,2,2,4,4,2,4,2,2,4,2
240,1147,36,2,1,1,NA,4,2,2,2,2,3,2,2,2,5,5,5,5,4,5,5,6,2,5,4,4,5,4,4,4,5,5,2,5,4,4,3,3,1,2,1,4,1,1,1,4,5,2,4,2,2,3,4,3,4,2,4,2,1,1,4,1,1,1,1,1,1,1,5,1,1,2,1,7,4,1,4,1,1,1,1,4,4,2,3,3,3,3,4,2,2,4,2,1,1,1,2,3,3,3,2,3,5,3,3,1,1,1,1,2,1,2,2,4,4,3,3,2,3,3,2
241,808,55,2,1,1,NA,3,3,3,3,3,4,3,3,3,4,5,6,5,4,6,3,6,5,4,1,4,3,3,3,4,4,4,3,4,4,5,4,1,4,1,1,1,1,1,1,3,4,2,4,3,1,3,1,4,5,4,5,1,3,1,4,2,3,4,2,2,4,1,4,2,3,4,3,1,1,1,3,1,3,2,1,5,4,4,1,5,3,4,4,3,3,3,1,1,1,3,4,5,1,1,1,4,4,4,4,1,1,2,2,1,1,3,3,4,4,5,1,1,3,3,3
242,1062,26,2,1,1,NA,3,2,2,2,3,6,4,6,5,5,4,6,5,4,4,4,5,1,5,3,4,6,4,6,5,4,4,2,4,4,6,4,1,2,1,1,2,2,1,1,6,2,3,4,4,1,5,4,2,2,4,3,2,1,5,5,5,3,5,5,6,3,5,6,2,3,4,3,7,3,5,5,3,7,5,1,5,4,2,5,4,4,5,4,4,5,5,1,2,1,4,5,5,4,1,3,5,5,4,4,2,1,2,2,4,1,4,2,1,1,4,2,3,3,2,1
243,674,69,1,1,1,NA,4,4,4,4,3,4,4,3,3,5,5,6,4,4,5,3,5,4,4,5,4,4,3,4,4,4,4,5,4,4,4,4,4,2,1,3,1,3,2,4,5,3,3,3,4,4,4,4,4,4,3,3,1,1,2,1,1,1,1,1,1,2,1,5,1,1,2,1,1,1,1,2,1,5,1,1,4,4,3,3,3,3,3,3,3,4,4,1,1,1,3,4,1,4,1,1,3,4,4,4,1,1,1,1,2,1,2,1,4,4,4,2,2,4,2,2
244,638,29,1,1,1,NA,2,3,2,2,4,2,3,4,2,5,5,4,4,5,5,4,5,5,6,4,5,5,4,4,5,2,3,3,2,3,5,2,6,5,5,4,4,5,2,5,5,5,4,4,5,3,4,5,5,6,6,5,5,3,3,3,4,5,6,5,5,7,4,5,5,6,4,4,4,5,4,6,4,3,6,1,5,2,2,2,5,3,2,4,4,4,3,2,2,2,1,3,3,3,3,4,4,4,4,4,2,2,2,2,1,1,4,2,4,4,4,2,2,4,2,2
245,570,23,1,1,1,NA,6,6,6,6,6,6,6,3,3,5,5,5,5,5,5,5,2,2,2,2,2,5,2,5,5,5,5,2,5,5,3,4,1,1,1,1,4,1,1,3,6,1,1,4,4,1,3,5,5,3,6,6,1,6,7,7,1,7,6,5,4,5,2,5,4,7,7,6,7,6,1,5,4,7,5,1,5,1,5,3,3,3,5,3,3,3,3,1,1,1,1,5,5,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,5,5,1
246,905,37,2,1,1,NA,4,5,5,5,5,5,5,5,4,3,3,5,3,3,3,3,3,3,3,3,3,6,4,5,6,2,5,2,2,4,3,3,1,2,5,3,2,2,2,5,5,5,5,5,4,2,4,5,4,3,4,5,3,5,4,2,2,6,5,4,2,5,6,1,2,4,7,3,6,2,6,2,6,2,2,1,4,5,5,1,3,1,1,2,1,1,3,4,1,1,1,5,5,5,1,5,5,5,1,1,1,1,1,1,4,1,2,1,3,3,3,3,3,3,3,3
247,740,51,2,1,1,NA,1,1,1,1,4,2,2,1,2,5,6,6,6,5,5,4,5,4,5,4,4,5,2,3,5,5,5,4,5,4,4,4,1,1,2,1,1,1,1,1,6,1,1,4,4,4,4,4,4,5,4,5,1,1,4,1,4,1,1,1,1,5,6,4,1,2,4,1,1,1,2,4,1,4,1,1,1,1,1,1,5,1,1,5,1,1,4,1,1,1,1,5,5,3,1,1,5,5,2,1,1,1,1,1,1,2,1,3,5,4,5,1,1,4,2,1
248,591,60,1,1,1,NA,6,5,5,5,5,6,4,6,5,4,5,4,3,5,3,4,4,4,4,4,4,3,3,4,4,3,3,2,3,4,4,4,2,3,3,3,2,3,2,4,5,3,4,4,3,3,4,3,3,4,4,4,3,3,4,4,3,4,4,4,4,3,4,4,4,4,3,3,3,4,2,5,3,7,3,1,5,4,3,3,3,3,2,2,2,2,2,1,1,1,1,4,4,4,1,1,4,5,4,4,1,1,2,2,2,2,3,3,4,4,3,3,3,3,3,3
249,711,25,1,1,1,NA,4,6,4,4,4,4,3,2,4,5,4,6,5,4,2,4,2,2,2,2,1,4,4,4,5,2,2,2,2,6,5,3,2,4,6,2,4,5,2,6,6,3,5,4,4,2,6,5,1,1,5,5,3,4,5,5,6,4,6,6,5,6,4,6,6,5,7,5,5,5,3,6,6,6,6,1,5,1,1,4,4,4,5,4,3,4,4,1,2,1,4,2,2,5,1,4,3,4,1,1,5,5,2,2,1,1,1,1,5,5,5,1,1,4,2,1
250,624,40,1,1,1,NA,6,6,6,5,6,3,4,5,2,5,5,5,5,4,4,2,4,3,4,3,2,6,5,6,6,5,4,1,6,5,5,5,3,1,3,4,4,4,1,5,6,5,4,2,5,1,3,5,1,4,5,5,1,5,5,6,5,2,5,5,3,5,7,5,5,6,7,5,3,5,2,1,7,6,2,1,4,2,1,2,1,1,1,1,1,1,1,4,1,1,3,5,5,1,1,2,1,1,5,5,1,1,1,1,1,1,1,1,5,5,3,4,1,3,3,1
251,625,31,1,1,2,NA,1,1,1,1,1,1,1,1,1,5,5,6,5,2,4,2,5,5,5,5,5,3,2,4,5,3,5,3,3,4,4,4,2,4,1,3,2,2,3,2,4,3,1,4,4,5,2,4,6,4,4,4,1,1,2,1,5,1,1,1,1,3,1,5,1,1,3,2,2,2,1,5,2,2,1,1,5,2,1,1,5,4,4,4,2,4,2,2,1,1,2,4,2,4,2,2,1,1,5,5,1,1,3,3,1,1,1,1,4,4,3,3,2,3,3,2
252,603,30,1,1,1,NA,6,6,6,5,5,6,4,2,6,6,6,6,6,6,5,5,6,6,6,6,5,6,5,4,6,3,5,3,3,5,5,1,4,6,2,3,2,1,2,5,5,4,4,4,5,4,5,5,6,6,5,4,4,6,6,7,4,4,2,5,4,2,4,4,4,5,5,4,6,5,2,5,4,6,2,1,5,5,5,4,5,4,5,4,4,4,4,2,1,3,1,4,5,4,3,4,1,4,4,4,1,1,2,2,1,4,1,1,3,3,4,4,4,4,4,4
253,840,50,2,1,1,NA,1,1,1,1,2,1,1,1,3,6,6,6,6,6,6,6,4,2,3,4,3,2,2,2,5,3,4,2,3,5,5,5,1,1,1,1,1,1,1,1,4,1,2,4,4,2,3,3,4,3,5,3,2,2,2,2,2,2,2,2,2,3,2,3,1,2,2,2,7,2,4,2,4,5,1,1,2,4,4,1,4,2,2,3,2,2,2,2,2,2,2,5,5,5,1,1,1,1,5,5,1,1,3,2,4,2,2,2,5,5,3,3,3,3,3,3
254,828,36,2,1,1,NA,6,6,6,6,6,6,6,4,4,5,6,6,6,5,5,5,5,4,4,5,4,6,4,5,6,2,3,2,2,5,5,5,6,4,5,4,1,2,1,4,5,5,5,6,6,2,5,4,4,5,4,4,1,5,5,4,6,5,5,5,6,6,2,5,7,3,5,4,6,4,2,5,2,5,3,1,4,4,5,2,5,3,3,4,2,4,4,1,1,1,3,5,5,4,1,3,4,4,4,4,1,1,2,2,1,1,1,1,5,5,5,1,1,4,2,2
255,793,50,2,1,1,NA,3,1,3,1,3,4,2,1,3,4,5,6,5,5,4,5,2,1,2,1,1,4,4,4,5,4,4,4,4,4,5,4,1,2,1,1,1,2,1,2,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,1,5,1,1,1,2,1,3,2,1,2,2,1,2,1,1,1,3,5,2,1,4,4,2,4,4,4,4,4,4,4,4,2,1,2,2,4,5,1,2,2,3,4,4,4,4,1,2,2,1,1,3,3,4,4,4,2,2,4,2,2
256,753,25,1,1,1,NA,4,3,2,4,3,3,2,5,3,5,4,5,3,4,2,3,3,3,4,4,3,2,2,4,4,4,5,2,5,4,3,3,4,3,2,3,5,3,1,4,4,3,3,4,4,3,4,4,3,3,4,3,2,4,4,5,4,3,3,3,4,3,3,4,3,5,4,3,2,2,2,5,6,4,4,1,5,3,4,3,3,3,4,4,4,3,4,2,4,2,3,1,5,3,2,3,3,4,2,3,1,2,1,1,3,3,3,3,4,4,4,3,3,4,3,3
257,835,36,2,1,1,NA,4,3,5,2,3,3,2,4,1,4,5,4,5,5,4,3,5,5,5,4,4,6,1,1,5,2,3,4,2,4,4,3,1,4,1,1,1,1,1,1,2,1,1,2,2,2,3,3,3,3,2,4,2,2,1,1,1,1,1,1,1,1,4,4,1,1,1,1,5,1,1,1,3,2,1,1,5,2,2,3,4,2,2,3,2,4,2,1,1,1,1,5,5,5,1,1,4,5,4,4,1,1,2,2,4,1,2,3,4,4,4,2,1,4,2,2
258,633,28,1,1,1,NA,4,1,1,1,1,1,2,1,1,3,2,4,2,1,3,1,3,2,4,3,3,1,1,1,5,5,5,5,5,3,1,1,1,4,1,1,1,1,1,1,4,2,1,4,1,1,1,3,1,1,1,2,1,1,1,1,1,1,2,1,2,2,3,5,1,1,1,3,1,2,1,1,2,1,2,1,4,4,4,5,3,3,5,2,2,4,4,1,2,3,1,4,5,3,1,4,2,4,1,4,1,1,1,1,2,4,3,3,4,4,4,2,2,4,2,1
259,717,29,1,1,1,NA,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,1,3,3,3,3,2,2,2,3,3,3,2,3,4,3,3,3,4,2,3,3,3,2,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,1,5,4,4,3,3,3,4,3,3,4,2,3,3,3,3,5,5,3,1,1,3,4,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3
260,737,49,2,1,1,NA,5,5,5,5,5,4,6,4,5,5,5,5,5,5,6,5,6,5,5,6,5,2,3,5,2,5,5,3,5,6,6,6,4,3,5,3,3,3,2,4,6,4,4,3,5,5,5,4,5,4,5,5,4,4,4,3,5,3,4,4,3,4,4,4,2,2,6,2,2,2,4,4,4,7,2,1,4,4,3,3,5,4,4,4,4,4,2,3,2,2,4,4,3,1,4,4,1,1,5,5,2,1,4,4,2,2,2,2,4,4,5,2,3,3,4,3
261,563,18,1,1,1,NA,3,3,3,4,3,4,3,4,3,5,5,4,5,4,5,3,4,4,4,2,4,3,3,5,4,5,5,5,5,5,5,4,4,3,1,3,5,2,4,4,5,4,2,5,5,5,3,5,4,4,4,5,4,3,3,2,5,2,3,2,3,6,4,7,5,3,5,2,5,3,2,5,4,2,2,1,3,4,3,1,4,3,4,4,2,3,3,2,1,2,2,3,5,1,1,3,1,1,5,4,2,3,4,3,4,4,2,3,2,2,2,4,4,2,4,4
262,1088,49,2,1,1,NA,3,1,3,1,1,2,1,1,1,4,5,5,5,5,4,4,4,4,3,4,4,4,3,5,6,4,4,3,4,4,4,4,2,2,1,3,1,1,3,2,2,1,2,4,3,1,4,2,4,5,4,4,1,1,2,2,2,2,2,2,4,1,1,3,2,2,2,4,1,4,1,3,3,7,2,1,5,2,3,3,4,3,4,4,3,5,2,3,3,1,3,4,5,1,2,2,3,4,5,5,2,2,2,2,1,4,1,1,4,4,3,3,3,4,2,2
263,816,64,1,1,1,NA,1,1,1,1,1,1,1,1,1,6,6,6,4,6,5,6,1,5,1,1,1,1,1,5,6,1,1,1,1,4,5,1,1,6,1,4,4,1,1,1,6,1,1,4,6,1,1,6,6,6,4,1,1,1,4,7,1,1,1,1,1,1,4,7,1,1,5,1,7,5,1,7,1,7,2,1,5,5,5,5,5,3,4,4,4,5,5,1,1,1,5,4,5,5,5,5,2,3,5,5,1,1,4,4,1,1,1,3,5,5,5,5,5,5,1,1
264,773,49,2,1,1,NA,4,2,2,3,1,1,3,3,1,3,3,5,4,2,5,2,3,3,4,2,2,6,1,2,6,5,5,6,6,6,3,1,1,1,1,1,5,1,1,1,2,3,1,4,4,1,1,2,1,1,2,4,1,4,1,1,1,1,1,1,1,1,7,5,1,1,6,1,1,1,1,1,7,1,1,1,4,4,2,4,4,4,4,4,4,4,4,2,2,2,4,4,5,4,1,1,5,5,4,4,1,1,1,1,2,4,1,4,5,5,4,4,1,4,1,4
265,589,37,1,1,1,NA,2,2,2,2,2,2,2,2,2,4,5,5,5,5,5,4,4,3,3,3,3,4,4,4,5,2,3,2,2,3,3,3,2,4,1,2,2,2,1,3,4,1,3,2,4,4,2,4,2,3,3,3,2,2,3,3,2,2,3,2,2,2,2,4,2,2,1,1,1,3,1,4,1,5,1,1,5,4,4,2,2,2,4,1,1,2,4,1,1,1,2,4,5,3,1,4,1,1,4,4,1,1,1,1,2,2,3,1,4,4,2,4,4,3,3,2
266,687,46,1,1,1,NA,2,2,2,2,3,2,2,2,3,5,5,5,5,5,4,3,4,4,4,4,3,3,2,3,3,4,4,4,4,3,3,3,3,3,1,3,4,3,3,2,4,3,3,4,4,3,3,4,4,3,4,4,3,2,2,2,3,2,1,1,1,2,3,4,2,2,4,4,2,4,1,2,4,2,1,1,5,4,4,2,4,3,2,2,2,4,4,1,1,1,1,4,5,3,1,1,4,4,4,3,1,1,2,2,2,2,2,2,4,4,3,3,3,3,3,3
267,1839,21,1,1,1,NA,4,5,5,5,5,3,5,6,4,6,5,3,6,4,4,5,4,2,3,5,2,5,4,5,6,3,5,3,3,4,5,2,2,3,5,4,2,3,3,5,5,5,6,4,5,5,6,6,4,4,5,4,3,5,4,5,4,4,4,4,4,6,4,5,4,5,7,6,6,3,5,3,6,6,4,1,5,4,4,4,3,3,2,4,2,5,5,2,1,1,3,5,5,4,3,2,3,4,3,3,1,1,1,1,2,1,2,1,3,3,3,3,1,3,3,1
268,1006,27,2,1,1,NA,3,1,2,1,2,2,1,1,2,6,5,6,6,6,6,6,4,3,4,2,4,6,6,5,6,4,5,4,4,5,5,4,2,3,1,1,1,1,1,1,4,2,2,1,2,2,5,3,4,4,2,4,1,2,4,1,2,1,1,2,1,1,5,4,2,1,1,2,2,2,2,2,3,1,1,1,5,4,2,3,4,3,3,4,3,2,3,1,1,1,1,5,5,5,1,1,3,4,4,4,3,3,3,3,2,2,3,3,4,4,5,3,2,4,3,3
269,480,27,1,1,1,NA,2,2,2,2,3,4,2,2,2,4,4,5,4,4,4,4,5,3,5,4,5,4,2,4,5,2,4,5,4,3,4,2,3,4,2,4,4,3,2,2,4,5,4,4,5,5,2,2,4,4,5,4,1,2,4,2,4,1,2,2,2,2,3,4,2,2,3,1,7,1,2,3,3,6,1,1,NA,4,1,1,4,4,4,2,4,5,2,1,1,2,2,5,5,2,1,1,1,1,4,4,1,1,3,2,2,1,3,1,4,4,3,3,2,2,4,4
270,305,40,2,1,1,NA,4,2,4,2,4,3,2,2,3,5,5,5,5,5,5,5,2,4,4,4,2,5,4,5,5,4,5,3,5,5,5,4,4,2,2,2,4,1,2,2,4,3,3,2,5,2,2,3,1,3,2,3,1,1,2,1,4,2,2,2,2,5,3,3,2,1,1,2,3,2,1,2,1,2,1,1,4,4,3,4,4,4,3,4,3,4,2,3,1,2,2,2,4,4,3,2,3,4,4,4,1,1,3,3,2,2,1,4,4,4,4,2,2,3,4,2
